,x1,x2,y
0,-5.0,0.0,308.12909601160663
1,-4.984984984984985,0.015015015015015015,305.99057482348525
2,-4.96996996996997,0.03003003003003003,303.8602526851806
3,-4.954954954954955,0.04504504504504504,301.7381406165968
4,-4.93993993993994,0.06006006006006006,299.6242497823199
5,-4.924924924924925,0.07507507507507508,297.5185914845171
6,-4.90990990990991,0.09009009009009009,295.4211771558122
7,-4.894894894894895,0.10510510510510511,293.33201835213265
8,-4.87987987987988,0.12012012012012012,291.25112674553645
9,-4.864864864864865,0.13513513513513514,289.1785141170159
10,-4.84984984984985,0.15015015015015015,287.11419234928104
11,-4.834834834834835,0.16516516516516516,285.0581734195263
12,-4.81981981981982,0.18018018018018017,283.0104693921791
13,-4.804804804804805,0.19519519519519518,280.97109241163366
14,-4.78978978978979,0.21021021021021022,278.9400546949722
15,-4.774774774774775,0.22522522522522523,276.9173685246727
16,-4.75975975975976,0.24024024024024024,274.9030462413082
17,-4.744744744744745,0.2552552552552553,272.89710023623667
18,-4.72972972972973,0.2702702702702703,270.899542944284
19,-4.714714714714715,0.2852852852852853,268.91038683642233
20,-4.6996996996997,0.3003003003003003,266.92964441244436
21,-4.684684684684685,0.3153153153153153,264.9573281936357
22,-4.66966966966967,0.3303303303303303,262.9934507154471
23,-4.654654654654655,0.34534534534534533,261.03802452016896
24,-4.63963963963964,0.36036036036036034,259.0910621496066
25,-4.624624624624625,0.37537537537537535,257.15257613776305
26,-4.60960960960961,0.39039039039039036,255.2225790035258
27,-4.594594594594595,0.40540540540540543,253.30108324336317
28,-4.57957957957958,0.42042042042042044,251.38810132402958
29,-4.564564564564565,0.43543543543543545,249.48364567528202
30,-4.54954954954955,0.45045045045045046,247.58772868261
31,-4.534534534534535,0.46546546546546547,245.7003626799794
32,-4.51951951951952,0.4804804804804805,243.82155994259324
33,-4.504504504504505,0.4954954954954955,241.9513326796696
34,-4.48948948948949,0.5105105105105106,240.0896930272394
35,-4.474474474474475,0.5255255255255256,238.23665304096528
36,-4.45945945945946,0.5405405405405406,236.39222468898316
37,-4.444444444444445,0.5555555555555556,234.55641984476773
38,-4.42942942942943,0.5705705705705706,232.72925028002464
39,-4.414414414414415,0.5855855855855856,230.91072765760944
40,-4.3993993993994,0.6006006006006006,229.10086352447613
41,-4.384384384384385,0.6156156156156156,227.2996693046563
42,-4.36936936936937,0.6306306306306306,225.50715629227062
43,-4.354354354354355,0.6456456456456456,223.7233356445739
44,-4.33933933933934,0.6606606606606606,221.94821837503625
45,-4.324324324324325,0.6756756756756757,220.1818153464604
46,-4.3093093093093096,0.6906906906906907,218.4241372641385
47,-4.2942942942942945,0.7057057057057057,216.6751946690481
48,-4.2792792792792795,0.7207207207207207,214.93499793109044
49,-4.2642642642642645,0.7357357357357357,213.20355724237163
50,-4.2492492492492495,0.7507507507507507,211.48088261052845
51,-4.2342342342342345,0.7657657657657657,209.76698385210068
52,-4.2192192192192195,0.7807807807807807,208.06187058595037
53,-4.2042042042042045,0.7957957957957957,206.36555222673118
54,-4.1891891891891895,0.8108108108108109,204.6780379784077
55,-4.1741741741741745,0.8258258258258259,202.999336827827
56,-4.1591591591591595,0.8408408408408409,201.32945753834392
57,-4.1441441441441444,0.8558558558558559,199.6684086435011
58,-4.129129129129129,0.8708708708708709,198.01619844076552
59,-4.114114114114114,0.8858858858858859,196.37283498532275
60,-4.099099099099099,0.9009009009009009,194.73832608393073
61,-4.084084084084084,0.9159159159159159,193.11267928883362
62,-4.069069069069069,0.9309309309309309,191.49590189173827
63,-4.054054054054054,0.9459459459459459,189.888000917853
64,-4.039039039039039,0.960960960960961,188.28898311999254
65,-4.024024024024024,0.975975975975976,186.6988549727476
66,-4.009009009009009,0.990990990990991,185.11762266672233
